,0,1,2,3,4,5,6
0,,,,,,,
1,0.9964116874331375,0.09559608792529792,-0.6168323058893598,0.7071084410192993,-0.01568251667004018,0.8047963555988229,-1.4252132739026204
2,-1.5732904670114265,-0.6465292860880778,-0.42130304078668956,-0.13700352656217557,-1.1924855342995075,-0.9973367795570381,0.7521778742065947
3,0.016603287692291184,-1.5227832016867473,0.05360879313561085,-0.14916927458489648,-0.3371618057123316,-1.4586302547011831,0.37035693072193426
4,-0.8969309864385103,-0.8093455222448654,-0.2245454936580535,0.5333223084379993,-0.403332756753899,0.024342042734440416,-1.0270021426637472
5,1.4687916616790142,0.24230578570774855,1.890608176170157,1.4759210802423024,1.380017267926801,1.5223371613911751,-0.8195503321466885
6,-0.7166274099373737,0.5828594780627292,0.3916563073757318,0.09986366984909878,0.16036172418437752,-1.0896252370549833,0.48289354405511375
7,-0.2829763026112786,0.00839803070497097,-1.7785829594850209,-0.32012195940739874,-1.2600756617739004,0.6734666948552195,1.8124308776280922
8,0.9880185291941461,2.049498627618944,0.7053905231376241,-2.209920738994229,1.6683592830984995,0.5206500167335464,-0.14609347789867871
9,,,,,,,
